lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48
4133	Not authorized to manage users!					Niet geautoriseerd om Users te veranderen!		Gestion des utilisateur non autorisé						?????????? ?????????? ???????????????/????????????? ???			?e? ep?t??peta? ? d?a?e???s? ???st??!	Not authorised to manage users!			??? ????? ??????? ?? ??????????!					Non autorizzato a gestire gli utenti!	???????????? ?? ???????? ???? ?? ??? ?????? ????!					Není oprávnení spravovat uživatele.	??? ????????? ????????????? ??????? ?????!						????????????????							????????? ??????????? ?????????? ?????? ????!		dummy
4134	Not authorized to sign results			No autorizado para firmar resultados		Niet geautoriseerd om resutaten te ondertekenen		Signer les resultats n\'est pas autorisé						???????????? ??????????/???????? ???????????????/????????????? ???			?e? ep?t??peta? ? ?p???af? ap?te?esµ?t??	Not authorised to sign results			??? ????? ???????? ??? ???????					Non autorizzato a firmare i risultati	?????????? ?? ????????? ?? ??? ?????? ????					Chybí oprávnení podepisovat výsledky	??? ???????????? ??????????? ??????? ?????													?????? ???? ?? ?????????? ?????? ????		dummy
4135	Not Available		No disponible	No disponible	Nicht verfügbar	Niet beschikbaar		Non disponible			???	???	?? ????????	???????? ??		Tidak Tersedia	?? d?a??s?µ?		Não Disponível	Não Disponível	??? ?????	Ikke tilgængelig	Mevcudu yok			Non Disponibile	?????? ????		Không có			Nedostupný	?? ????????			????? ????			?????	Ei saatavilla						?????? ????		dummy
4136	Not Billed																																															dummy
4137	Not billed		No facturado	No facturado	Nicht bezahlt	Niet in rekening gebracht		Non facturé			???	???	???? ?? ?????????	????? ??????????? ?? /?????????? ??		Tidak ditagih	?? X?e????		Não facturado	Não faturado	??? ?????	Ikke faktureret	Faturalanmamis			Non fatturato	??? ???? ????		Không l?p hoá don			Nazaúctováno	??????? ?? ??????????						?????????	Ei laskutettu						??? ????		dummy
4138	Not Checked		No Chequeado	No Chequeado	Nicht Überprüft	Niet gechecked		Non vérifié			???	???	?? ????????????????	???????? ??		Tidak Diperiksa	?e? ep???????e				??? ????		Kontrol edilmemis			Non controllato	???? ???? ??		Không ki?m tra				?? ?????????????			????? ??? ????										???-?? ???? ????		dummy
4139	Not checked out		No registró salida	No registró salida	Nicht ausgecheckt	Niet uitgechecked					???	???	?? ?????????	???????? ?? ?????????? ??		Tidak Diperiksa	?e? e???????e		Não verificado	Não verificado	??? ????		Çikisi yapilmamis			Non controllato	???? ???? ??		Không ki?m tra ra				?? ??????????													????? ?????? ????		dummy
4140	Not Coded		No codificado	No codificado	Nicht codiert	Niet gecodeerd		Non codé						?????????? ??			?e? ??e? µpe? ??d????				??? ?????					Non codificato	????? ????					Není kódováno	?? ??????????			?? ????? ????				Ei koodattu						??? ????		dummy
4141	Not Due		No Vencido	No Vencido	nicht Aufgrund	Nog niet aan de beurt		Non dû			??	????	?? ????????	??????????????		Tidak Sesuai	?e? a?aµ??eta?				??? ?????					Non dovuto	??? ????		Không Do				?? ????????													???? ????		dummy
4142	Not Esigned																																															dummy
4143	Not Examined	Inte undersökt	No examinado	No examinado	Nicht Untersucht	Niet onderzocht		Non examiné		Ikke Eksaminert	???	????	?? ??????????	???????????		Tidak Diperiksa	?e? e?et?st??e		Não Examinado	Não examinados	?? ???? ???	Inte undersökt	Muayene edilmemis			Non Esaminato	???? ???? ??		Không du?c ki?m tra			Vyšetrení neprovedeno	?? ??????????			?????? ???				Ei tutkittu						??????? ????		dummy
4144	Not Examined:	Inte undersökt:	No Examinado:	No Examinado:	Nicht Untersucht:	Niet onderzocht:		Non examiné:		Ikke Eksaminert:	???:	????:	?? ??????????:	???????????:		Tidak Diperiksa:	?e? e?et?st??e:		Não Examinado:	Não examinados:	?? ???? ???:	Inte undersökt:	Muayene Edilmemis:			Non Esaminato:	???? ???? ??:		Không du?c ki?m tra:			Vyšetrení neprovedeno:	?? ??????????:			?????? ???:				Ei tutkittu:						?????? ????:		dummy
4145	Not Examined: 	Inte undersökt: 	No Examinado: 	No Examinado: 	Nicht Untersucht: 	Niet onderzocht: 		Non examiné: 		Ikke Eksaminert: 	???: 	????: 	?? ??????????: 	???????????: 		Tidak Diperiksa: 	?e? e?et?st??e: 		Não Examinado: 	Não examinados: 	?? ???? ???: 	Inte undersökt: 	Muayene Edilmemis: 			Non Esaminato: 	???? ???? ??: 		Không du?c ki?m tra: 			Vyšetrení neprovedeno: 	?? ??????????: 			?????? ???: 				Ei tutkittu: 						?????? ????: 		dummy
4146	not found		No encontrado	No se ha encontrado	nicht gefunden	niet gevonden		non trouvé			???	????	?? ??????	?? ??????		tidak ditemukan	de? ß?????e		não encontrado	não encontrado	???? ??????	Ikke fundet	bulunamadi	nie znaleziono		non trovato	???? ????		không tìm th?y			nenalezeno	?? ?????????			???? ???			???????	ei löytynyt						????? ????		dummy
4147	Not Found																																															dummy
4148	not found!		No encontrado!	No encontrado!	nicht gefunden!	niet gevonden!		non trouvé!			????!	????!	?? ??????!	?? ??????		tidak ditemukan!	de? ß?????e!		não encontrado!	não encontrado!	???? ??????!	Ikke fundet!	bulunamadi!	nie znaleziono!		non trovato!	???? ????!		không tìm th?y!			nenalezeno!	?? ?????????!			???? ???!			???????!	ei löytynyt!						????? ????!		dummy
4149	Not Hispanic or Latino		No Hispano o Latino	No Hispano o Latino	Kein Hispanic oder Latino	Geen Spaans of Latino		N\'est pas hispanique ou Latino			?????????	?????????	?? ??????? ?? ????????? ??????? ??? ??????	?? ????????? ??? ??????????????		Tidak Hispanic atau Latino	?? ?spa??f???? ? ?at????				??? ?????? ?? ??????		Latin veya esmer degil.			Non ispanico o latino	????????? ?? ?????? ????		Không ph?i g?c Tây Ban Nha ho?c La tinh				?? ???????? ? ??????? ?? ? ?????????? ???????						????????????????????							????????? ????? ?????? ????		dummy
4150	Not installed		No instalado	No instalado	Nicht installiert	Niet geinstalleerd		Non installé						????????? ??/ ?? ?????????			?e? e??atast????e				??? ?????					Non installato	??????? ????					Nenainstalováno	?? ???????????			??? ????			?????????????	Ei asennettu						??????? ????		dummy
4151	Not Installed					Niet geinstalleerd								????????? ??/ ?? ?????????												Non Installato						Nenainstalováno							?????????????	Ei asennettu						??????? ????		dummy
4152	Not seen since	Inte sett sedan	No visto desde	No visto desde	Nicht gesehen seit	Niet gezien sinds		N\'a pas été vue depuis		Ikke sett siden	??????	??????	?? ?????????	?????? ?? ??????/??????		Tidak terlihat sejak	?e? ??e? eµfa??ste? ed? ?a?		Não visto desde	Não visto desde	?? ??? ???	Inte sett sedan	Den beri görülmedi			Non visto dal	?? ??? ???? ????		Chua t?ng th?y t?			Nepozorováno od	?? ????? ?													????? ?????? ????		dummy
4153	Not sent					Niet verzonden		Non envoyé					?? ?????????	?? ????????? / ????????? ??							?? ??? ??????					Non inviato	???? ????					Neodesláno	?? ???????????						?????????	Ei lähetetty						??????? ????		dummy
4154	Not Sent Yet		No enviado todavía	No enviado todavía	Noch nicht gesendet	Nog niet verzonden		Non envoyé pour le moment			???	????	??? ?? ??????????	????? ?? ????????? / ????????? ??		Belum Terkirim	?e? est??? a??µa				?? ??? ?????? ???	Ikke set endnu				Non ancora inviato	??? ?? ???? ????		G?i Tuy nhiên,			Dosud neodesláno	?? ?? ???????????			???? ????? ????				Ei vielä lähetetty						???? ?? ???????		dummy
4155	Not Specified					Niet gespecificeerd		Non spécifié						????? ??			?e? ???st??e				??? ?????					Non Specificato	????????? ????					Nespecifikováno	?? ??????						?????????	Ei määritetty						?????? ????		dummy
4156	Not Specified.		Sin Especificar	Sin Especificar	Nicht spezifiziert	Niet gespecificeerd		Non spécifié.			????	????	??? ????????.	????? ??		Tidak Ditentukan.	?e? ???st??e.				??? ?????	Ikke specificeret	Belirtilmemis			Non Specificato.	????????? ????.		Không rõ.			Nespecifikováno.	?? ??????.			???? ????.			?????????	Ei määritetty.						?????? ????.		dummy
4157	Note	kommentera	Nota	Nota	Notiz	Notitie		Note		Notat	??	?? ?? ??	??????????	????? ???????		Catatan	S?µe??s?		Nota	Nota	??????	kommentera	Not			Nota	???????		Ghi chú			Poznámka	????????			???????										???		dummy
4158	Note Codes		Código Notas	Código Notas		Geen Codes		Codes des notes			????		????????? ??????	?????????/??????????? ?????/??????????		Kode Catatan	??d???? S?µe??se??				???? ?????????					Codici nota	???????? ???????		Mã Ghi chú			Kódy poznámek	???? ????????			?? ??????? ??										??? ???		dummy
4159	Note it will take 5-10 minutes to fully process after you click Install		Tenga en cuenta que el proceso completo después de hacer click en instalar puede tardar 5-10 minutos	Tenga en cuenta que el proceso completo después de hacer click en instalar puede tardar 5-10 minutos	Es wird 5-10 Minuten dauern, nachdem Du auf Installieren geklickt hast	Notitie doet er 5 -10 min over om helemaal verwerkt te worden nadat Install geklikt is		Cela va prendre 5 à 10 min pour finir le processus après avoir cliqu?? sur installer			?????5-10???????,?????	??????,?????5-10??????	??????, ??? ??? ?????? 5-10 ????? ??? ?????? ????????? ????? ????, ??? ?? ??????? ??????????	? ????? ???????, ?? ???????? ?????? ????????? ???? 5-10???? ???? ??? ??????? ??????? ????????? ?????		Sebagai catatan, ini akan menghabiskan waktu 5-10 menit untuk sepenuhnya memproses setelah anda klik Instal	S?µe??s?: Ta apa?t????? 5-10 ?ept? ??a t?? p???? epe?e??as?a µet? t? ???? p?? ???ete st?? e??at?stas?				???? ???? ??? ?????? 5-10 ????? ??????? ??? ?? ???? ????? ????????					Nota che dopo aver cliccato Installa saranno necessari 5-10 minuti per completare il processo	????? ??? ????????? ????? ???? ?? ??? ???? ??? ?? ??????? ???? ?? ??? ?? 5-10 ???? ?? ??? ?? ????		Luu ý nó s? m?t 5-10 phút d? hoàn toàn x? lý sau khi b?n nh?p vào Cài d?t			Pocítejte s tím, že proces instalace muže trvat 5-10 minut	????????, ?? 5-10 ?????? ????????? ??? ?????? ??????? ??????????? ????? ????, ?? ?? ????????? \"??????????\"													?? ??? ??????? ????? ?????????? ???????? ????????? 5-10 ?????? ?????? ???		dummy
4160	Note it will take 5-10 minutes to fully process after you click Upgrade		Tenga en cuenta que el proceso completo después de hacer click en actualizar puede tardar 5-10 minutos	Tenga en cuenta que el proceso completo después de hacer click en actualizar puede tardar 5-10 minutos	Es wird 5-10 Minuten dauern, nachdem Du auf Upgrade geklickt hast	Notitie doet er 5 - 10 minuten over om volledig verwerkt te worden nadat Update is aangeklikt		Cela va prendre 5 à 10 min pour finir le processus après avoir cliqué sur mettre à jour			?????5-10???????,??“??”	??????,?????5-10??????	??????, ??? ??? ?????? 5-10 ????? ??? ?????? ????????? ????? ????, ??? ?? ??????? ???????????????	? ????? ???????, ?? ????????? ?????? ????????? ???? 5-10???? ???? ??? ??????? ??????? ????????? ?????		Sebagai catatan, ini akan menghabiskan waktu 5-10 menit untuk sepenuhnya memproses setelah anda klik Upgrade	S?µe??s?: Ta apa?t????? 5-10 ?ept? ??a t?? p???? epe?e??as?a, µet? t? ???? p?? ???ete st?? a?aß??µ?s?				???? ???? ??? ?????? 5-10 ????? ??????? ??? ?? ???? ????? ????????					Nota che dopo aver cliccato Aggiorna saranno necessari 5-10 minuti per completare il processo	??????? ??? ?????? ????? ???? ?? ??? ???? ??? ?? ??????? ???? ?? ??? ?? 5-10 ???? ?? ??? ?? ????		Luu ý nó s? m?t 5-10 phút d? hoàn toàn x? lý sau khi b?n nh?p vào Nâng c?p			Pocítejte s tím, že proces aktualizace muže trvat 5-10 minut	????????, ?? 5-10 ?????? ????????? ??? ?????? ??????? ???????????? ????? ????, ?? ?? ????????? \"???????\"													?????? ??????? ????? ??? ???? ?? ???????? ????????? 5-10 ?????? ?????? ???		dummy
4161	Note that Audit Logging needs to be enabled above		Tenga en cuenta que la Auditoría de inicio sesión necesita estar activada arriba	Tenga en cuenta que la Auditoría de inicio sesión necesita estar activada arriba	Das Audit-Logging muss oben aktiviert werden	N.B: De audit log moet hierboven geactiveerd worden					???,??????????	???,???????????	??????, ??? ????? ?????????????? ?????? ???? ??????? ????	? ????? ???????, ??  ??????? Audit Logging?? ???? ? ??????? ????		Sebagai catatan, Logging Audit perlu diaktifkan diatas	S?µe??ste ?t? ? ?ata??af? Audit p??pe? ?a e?e???p????e? pa?ap???				???? ?? ???? ??????? ??? ?? ???? ????? ?????		Denetleme Kaydinin yukarida etkinlestirilmis olmasi gerektigine dikkat ediniz			Si noti che la registrazione di controllo deve essere attivato al di sopra	???? ?????? ?????? ???? ?? ????? ?? ????? ???		Luu ý r?ng Ki?m toán Ðang nh?p c?n ph?i du?c kích ho?t ? trên				????????, ?? ????? ????? ??????? ???? ????????? ????													?? ???? ??? ?????? ???? ???? ????? ???? ??????		dummy
4162	Note Type	Kommentartyp	Tipo de Nota	Tipo de Nota		Soort notitie		Type de la note			???	????	??? ??????	??????? ??????		Jenis Catatan	??p?? s?µe??s??		Tipo de nota	Tipo de nota	??? ????????	Kommentartyp	Not Tipi			Tipo di Nota	????? ??? ??????		Lo?i Ghi chú			Typ poznámky	??? ??????			??? ???????										??? ??????		dummy
4163	Note: 12:00 noon is PM, not AM		Nota: 12:00 mediodía es PM, no AM	Nota: 12:00 mediodía es PM, no AM	Anmerkung: 12:00 Mittag ist PM, nicht AM	N.B: 12:00 middag is PM en niet AM								????????: 12:00 PM ?, ??? ?? AM			S?µe??s?: ? 12:00 µes?µß???? ??e?ta? ?e µ.µ. ?a? ??? ?? p.µ.				??????: 12:00 ???? ?? PM ? ???? AM					Nota: ore 12.00 è PM, non AM	????? ???: 12:00 ????? ??????? ??,??????????? ????						????????: ???????? 12:00 ? \"????? ???????\" ? ?? \"??????\"													???: 12:00 ?????? ????????? ???, ??? ????		dummy
4164	NOTE: Importing external data can take more than an hour depending on your hardware configuration. For example, one of the RxNorm data tables contain in excess of 6 million rows.		NOTA: Importar datos externos puede tomar más de una hora dependiendo de su configuración hardware. Por ejemplo, una de las tablas de datos RxNorm contiene más de 6 millones de líneas.	NOTA: Importar datos externos puede tomar más de una hora dependiendo de su configuración hardware. Por ejemplo, una de las tablas de datos RxNorm contiene más de 6 millones de líneas.		N.B: Importeren van externe data kan meer dan een uur duren afhankelijk van de soort hardware die gebruikt wordt. B.v. RxNorm bevat meer dan 6 miljoen regels.											S????OS?: ? e?sa???? e??te?. ded?µ???? µp??e? ?a p??e? p??? ap? µ?a ??a, a?????a µe t?? ???µ?se?? t?? d???? sa? hardware. ?.?., ??a? ap? t??? ???a?e? RxNorm data pe????e? p??? ap? 6 e?at?µ. ??aµµ??.				??????: ??????? ???????? ???????? ?? ?????? ???? ???? ?????? ??? ??? ??? ?????. ??? ?????? RxNorm ????? ??? ???? ?? 6 ?????? ???.					NOTA: Importazione di dati esterni può richiedere più di un\'ora a seconda della configurazione hardware. Per esempio, una delle tabelle di dati contengono i RxNorm superiore a 6 milioni di righe.	????? ???: ???? ????????? ??????? ?? ???? ?? ????? ???? ???? ?? ?? ???? ?? ?? ???? ??? ?? ???? ??. ?????? ?? ???, RxNorm ???? ???????? ??? 6 ?????? ????????? ?? ???? ???? ???.					Poznámka: Import externích dat muže trvat více než hodinu v závislosti na konfiguraci hardwaru. P??íklad:  datové rabulky RxNorm obsahují více než 6 milionu rádku.	????????: ???????????? ????????? ????? ???? ??????? ?????? ??????, ??????? ??? ?????? ?????????? ????????????. ??? ????????, ???? ??????? ????? RxNorm ??????? ?????? 6 ????????? ??????.													???: ????? ???? ???? ???? ?????????? ?????? ??????? ?? ?????????? ???? ??? ????. ??????????, RxNorm ???? ??????? ?? 6 ?????? ?????? ????? ?????.		dummy
4165	NOTE: Only the Biannual International Snomed Release is currently supported		NOTA: Solo la versión Bianual Snomed Internacional es actualmente soportada	NOTA: Solo la versión Bianual Snomed Internacional es actualmente soportada		N.B: Alleen de twee jaarlijkse Internationale SnoMed release wordt ondersteund.											S????OS?: ?p?st????eta? µ???? ? d?et?? ??e???? ??d?s? Snomed				??????: ????? Snomed ????? ???? ?? ?????? ???????? ?????					NOTA: Solo la Release Biennale Internazionale rilasciata di SNOMED è attualmente supportata	????? ???: ???? ??????????? ?????????????? Snomed ????? ??????? ??? ??????? ??						????????: ????? ????????????? ???? ??????????? ?????? Snomed ? ????? ???????? ?? ???													?????: ?????? ???????? ????? ????????????? Snomed ??????? ????? ??????? ???		dummy
4166	NOTE: Only the full monthly RxNorm release is currently supported		NOTA: Solo la versión completa mensual de RxNorm es actualmente soportada	NOTA: Solo la versión completa mensual de RxNorm es actualmente soportada		N.B: Alleen de volledige maandelijkse RxNorm wordt nu ondersteund											S????OS?: ?p?st????eta?, ep? t?? pa???t??, µ???? ? p????? ????a?a ??d?s? RxNorm				??????: ????? RxNorm ?????? ?????? ?? ??????? ??????? ?????					NOTA: Solo la versione completa RxNorm mensile è attualmente supportata	????? ???: ???? ????? ????? RxNorm ????? ??????? ??? ??????? ??						????????: ????????????? ???? ?????? ?????????? ?????? RxNorm													?????: ???? ????? ????? RxNorm ??????? ????? ??????? ???		dummy
4167	Note: This code has not been authorized.																																															dummy
4168	Note: This code was not entered by an authorized user. Only authorized codes may be uploaded to the Open Medical Billing Network for processing. If you wish to upload these codes, please select an authorized user here.	Anmärkning: Denna kod har inte förts in av en auktoriserad användare. Endast godkända koder kan laddas upp till Open Medical Billing nätverket för bearbetning. Om du vill ladda upp dessa nummer kan du välja en auktoriserad användare här.	Nota: este código no fue ingresado por un usuario autorizado. Sólo los códigos autorizados pueden ser subidos a la Red Abierta de facturación médica para su procesamiento. Si desea cargar estos códigos, por favor, seleccione un usuario autorizado aquí.	Nota: este código no fue ingresado por un usuario autorizado. Sólo los códigos autorizados pueden ser subidos a la Red Abierta de facturación médica para su procesamiento. Si desea cargar estos códigos, por favor, seleccione un usuario autorizado aquí.		N.B: Deze code werd niet door een gemachtigde Gebruiker ingevoerd. Alleen geaccepteerde codes mogen naar het Open Medische Facturering Netwerk worden gestuurd voor verwerking. Indien u deze codes wilt uploaden, selecteer dan hier een gemachtigde gebruiker.					?:???????????????????????????????????????????????,??????????????	??:??????????????????????????????????????????????????,?????????????	??????????: ???? ??? ??? ?????? ????????????? ??? ???????????? ???????. ?????? ??????????? ???? ????? ???? ????????? ??? ????????? ? ???????? ??????????? ??????????? ????. ???? ?????? ????????? ??? ????, ???????? ????? ?????????????? ????????????.			Catatan: Kode ini tidak dimasukkan oleh pengguna yang berwenang. Hanya kode yang diizinkan yang mungkin diupload ke Open Medical Billing Network (Jaringan Penagihan Medis Terbuka) untuk diproses. Jika Anda ingin mengupload kode ini, silahkan pilih salah satu pengguna berwenang di sini.	???s???: ??t?? ?? ??aµµ?? ??d??a de? ????? ??afe? ap? ??a? e???s??d?t?µ??? ???st?. ???? e???s??d?t?µ???? ??d??e? µp????? ?a f??t????? st? Open Medical Billing Network. ?? ???ete ?a a?eß?sete a?t?? t?? a??a???, pa?a?a?? ep????te ??a? e???s??d?t?µ??? ???st? ed?.	Note: This code was not entered by an authorised user. Only authorised codes may be uploaded to the Open Medical Billing Network for processing. If you wish to upload these codes, please select an authorised user here.	Nota: Este código não foi inserido por um utilizador autorizado. Apenas códigos autorizados podem ser enviados para a Rede de Facturação para processamento. Se deseja enviar códigos, selecione aqui um utilizador autorizado.	Nota: Este código não foi inserido por um usuário autorizado. Apenas códigos autorizados podem ser enviados para o médico do faturamento de uma rede aberta para processamento. Se você deseja enviar esses códigos, selecione um usuário autorizado aqui.	??????: ??? ????? ?? ??? ?????? ?????? ?????? ???? ??. ?????? ?????? ??? ?? ??????? ????????. ??? ???? ????????? ????? ??????? ???? ??	Anmärkning: Denna kod har inte förts in av en auktoriserad användare. Endast godkända koder kan laddas upp till Open Medical Billing nätverket för bearbetning. Om du vill ladda upp dessa nummer kan du välja en auktoriserad användare här.	Not:Bu kod yetkili bir kullanici tarafin


dan girilmedi. Açik Tibbi Faturalama Agina sadece yetkili kodlar girilebilir. Bu kodlari yüklemek istiyorsaniz, lütfen buradaki yetkili bir kullaniciyi seçiniz.			Nota: Questo codice non è stato inserito da un utente autorizzato. Solo i codici autorizzati possono essere caricati sull\'Open Medical Billing Network per essere processati. Se desideri caricare questi codici, seleziona un utente autorizzato qui.	????? ???: ?? ??? ?? ?????? ??????????? ?????? ???? ???? ???? ??? ??.?????????? ?? ??? ???? ?????? ??? ??? ???????? ?????? ??????? ?? ????? ???? ?? ???? ??. ?? ?? ??? ?? ????? ???? ????? ???, ?? ???? ?? ?????? ?????????? ?? ??? ????.		Luu ý: Mã này dã không du?c nh?p vào b?i m?t ngu?i dùng có th?m quy?n. Mã s? duy nh?t du?c ?y quy?n có th? du?c t?i lên M?ng Thanh toán M? y t? d? x? lý. N?u b?n mu?n t?i lên các mã s?, hãy ch?n m?t ngu?i dùng có th?m quy?n ? dây.			Poznámka: Tento kód nebyl zadán oprávneným uživatelem. Pouze autorizované kódy mohou být nahrány do síte Open Medical Billing pro zpracování. Pokud chcete nahrát tyto kódy, prosím vyberte oprávneného uživatele zde.	????????: ??? ??? ??? ???????? ??????????????? ????????????. ?????? ????????? ???? ?????? ????????? ? ???????? ?????????? ??????? ????? ??? ???????. ???? ?????? ??????????? ?? ????, ???????? ??? ?????????????? ???????????.													???: ?? ??? ???????? ????????? ???????? ????. ???? ?????? ??? ????????? ???? ???????? ??? ???????? ??????? ????? ???? ??? ????. ??? ?? ??? ????? ???????? ????? ???? ??, ???? ?? ?????? ????????? ?????.		dummy
4169	Note: This copay was entered against billing that has not been authorized. Please review status.																																															dummy
4170	NOTE: Uploading files with duplicate names will cause the files to be automatically renamed (for example, file.jpg will become file.1.jpg). Filenames are considered unique per patient, not per category.		Nota: este código no fue por un usuario autorizado. Sólo están autorizados los códigos pueden ser subidos a la Red Abierta de facturación médica para su procesamiento. Si desea cargar estos códigos, por favor, seleccione un usuario autorizado aquí.	Nota: este código no fue por un usuario autorizado. Sólo están autorizados los códigos pueden ser subidos a la Red Abierta de facturación médica para su procesamiento. Si desea cargar estos códigos, por favor, seleccione un usuario autorizado aquí.	HINWEIS: Doppelt hochgeladene Dateinamen werden automatisch umbenannt.(z. B. file.jpg wird file.1.jpg). Dateinamen Einmalig pro Patient und nicht pro Kategorie.	N.B: Bij het uploaden van bestanden met dezelfde naam, wordt deze naam van de bestanden automatisch hernoemd (bijvoorbeeld, zal file.jpg worden file.1.jpg). Bestandsnamen zijn uniek per patiënt, niet per categorie.					?:???????????????????????(??,file.jpg??????1??)???????????????,??????	??:?????????????????(??,file.jpg???file.1.jpg)???????????????,???????	??????????: ???????? ?????? ? ???????????? ??????? ???????? ? ??????????????? ??????????? ?????? (? ???????, file.jpg ?????? file.1.jpg). ????? ?????? ????????? ??????????? ??? ?????? ????????, ? ?? ??? ?????? ?????????.			CATATAN: Mengupload file dengan nama sama akan menyebabkan file yang diganti nama secara otomatis. (misalnya, file.jpg akan menjadi file.jpg.1). Nama file dianggap unik per pasien, bukan per kategori.	???s???: ?ta? ???eta? p??s???? a??e??? µe ???µa p?? ?d? ?p???e?, t? p????aµµa ?a µet???µ??e? a?t?µata t? a??e?? (p.?. t? a??e?? file.jpg ?a µet???µaste? se file.1.jpg). ???ad??? ?e?????ta? ta ???µata a??e??? ??a ???e as?e??, ?a? ??? ??a ???e ?at?????a.		NOTE: Ficheiros com nomes duplicados serão automaticamente remarcados (por ex., file.jpg will become file.1.jpg). Os nomes de ficheiros são considerados únicos por doente, não por categoria.	NOTE: Ficheiros com nomes duplicados serão automaticamente remarcados (por ex., file.jpg will become file.1.jpg). Os nomes de ficheiros são considerados únicos por doente, não por categoria.	??????: ????? ????? ?????? ????? ????? ??? ????? ???????. ????? ??????? ????? ????? ??? ???? ? ??? ?? ??????		NOT: Çift isimli dosyalar yüklendiginde dosyalar otomatik olarak yeniden adlandirilir. ( Mesela dosya.jpg dosya.1.jpg ) Dosya isimleri her kategori için degil her hasta için essiz kabul edilir.			NOTA: Il caricamento di file con nomi duplicati provoca la ridenominzione automatica (per esempio file.jpg diventerà file.1.jpg). I nomi dei file sono considerati unici per paziente, non per categoria.	????? ???: ??? ?? ???? ????? ?? ??? ???? ????? ???? ??? ?? ???????? ??? ?? ????? ?? ??? ??? ???? ????? (?????? ?? ???, file.jpg file.1.jpg ?? ?????). Filenames , ???? ?? ????? ????? ???? ???? ?? ?????? ?? ?????? ????.		Chú ý: N?u nh?ng t?p tin dang t?i lên có tên trùng v?i nh?ng t?p tin dã c?


? s? du?c t? d?ng d?i tên (ví d?, file.jpg s? tr? thành file.1.jpg). Vi?c ki?m tra tên t?p tin không trùng l?p du?c th?c hi?n cho m?i b?nh nhân, không ph?i cho m?i th? lo?i.			Poznámka: Nahrávání souboru s duplicitními názvy zpusobí, že soubory budou automaticky prejmenovány (napríklad file.jpg bude file.1.jpg). Názvy souboru jsou považovány za unikátní v rámci  pacienta a ne kategorie.	????????: ???????????? ?????? ? ??????????? ??????? ???????? ?? ???????????? ????? ?????? (?????????, file.jpg ????? file.1.jpg). ????? ?????? ?????????? ??????????? ??? ?????? ????????, ? ?? ??? ?????? ?????????.													?????: ????????? ???? ????? ????? ????? ?????????? ???? ???? (???????????, file.jpg file.1.jpg ????) ??? ???. ??? ????? ??, ???? ?????? ????? ???????? ????? ?????.		dummy
